"year","rank","name","position","age","nationality","club","league"
"2018",93,"Lucas Torreira","Midfielder",22,"Uruguay","Arsenal","England"
"2018",94,"Gonzalo Martínez","Midfielder",25,"Argentina","River Plate","Argentina"
"2018",95,"Nabil Fékir","Forward",25,"France","Lyon","France"
"2018",96,"Axel Witsel","Midfielder",29,"Belgium","Borussia Dortmund","Germany"
"2018",97,"Olivier Giroud","Forward",32,"France","Chelsea","England"
"2018",98,"Hirving Lozano","Forward",23,"Mexico","PSV Eindhoven","Netherlands"
"2018",99,"Mesut Özil","Midfielder",30,"Germany","Arsenal","England"
"2018",100,"José María Giménez","Defender",23,"Uruguay","Atlético Madrid","Spain"
"2019",1,"Lionel Messi","Forward",32,"Argentina","Barcelona","Spain"
"2019",2,"Virgil van Dijk","Defender",28,"Netherlands","Liverpool","England"
"2019",3,"Sadio Mané","Forward",27,"Senegal","Liverpool","England"
"2019",4,"Cristiano Ronaldo","Forward",34,"Portugal","Juventus","Italy"
"2019",5,"Mohamed Salah","Forward",27,"Egypt","Liverpool","England"
"2019",6,"Kylian Mbappé","Forward",21,"France","Paris Saint-Germain","France"
"2019",7,"Robert Lewandowski","Forward",31,"Poland","Bayern Munich","Germany"
"2019",8,"Raheem Sterling","Forward",25,"England","Manchester City","England"
"2019",9,"Alisson","Goalkeeper",27,"Brazil","Liverpool","England"
"2019",10,"Frenkie de Jong","Midfielder",22,"Netherlands","Barcelona","Spain"
"2019",11,"Roberto Firmino","Forward",28,"Brazil","Liverpool","England"
"2019",12,"Kevin De Bruyne","Midfielder",28,"Belgium","Manchester City","England"
"2019",13,"Sergio Agüero","Forward",31,"Argentina","Manchester City","England"
"2019",14,"Eden Hazard","Forward",28,"Belgium","Real Madrid","Spain"
"2019",15,"Harry Kane","Forward",26,"England","Tottenham Hotspur","England"
"2019",16,"Bernardo Silva","Midfielder",25,"Portugal","Manchester City","England"
"2019",17,"Trent Alexander-Arnold","Defender",21,"England","Liverpool","England"
"2019",18,"Matthijs de Ligt","Defender",20,"Netherlands","Juventus","Italy"
"2019",19,"Son Heung-min","Forward",27,"South Korea","Tottenham Hotspur","England"
"2019",20,"Karim Benzema","Forward",32,"France","Real Madrid","Spain"
"2019",21,"Marc-André ter Stegen","Goalkeeper",27,"Germany","Barcelona","Spain"
"2019",22,"N'Golo Kanté","Midfielder",28,"France","Chelsea","England"
"2019",23,"Andrew Robertson","Defender",25,"Scotland","Liverpool","England"
"2019",24,"Jan Oblak","Goalkeeper",26,"Slovenia","Atlético Madrid","Spain"
"2019",25,"Antoine Griezmann","Forward",28,"France","Barcelona","Spain"
"2019",26,"Luis Suárez","Forward",32,"Uruguay","Barcelona","Spain"
"2019",27,"Dusan Tadic","Forward",31,"Serbia","Ajax","Netherlands"
"2019",28,"Pierre-Emerick Aubameyang","Forward",30,"Gabon","Arsenal","England"
"2019",29,"Hakim Ziyech","Midfielder",26,"Netherlands","Ajax","Netherlands"
"2019",30,"Kalidou Koulibaly","Defender",28,"Senegal","Napoli","Italy"
"2019",31,"Neymar","Forward",27,"Brazil","Paris Saint-Germain","France"
"2019",32,"Jadon Sancho","Forward",19,"England","Borussia Dortmund","Germany"
"2019",33,"Donny van de Beek","Midfielder",22,"Netherlands","Ajax","Netherlands"
"2019",34,"Fabinho","Midfielder",26,"Brazil","Liverpool","England"
"2019",35,"João Félix","Forward",20,"Portugal","Atlético Madrid","Spain"
"2019",36,"Sergio Ramos","Defender",33,"Spain","Real Madrid","Spain"
"2019",37,"Joshua Kimmich","Defender",24,"Germany","Bayern Munich","Germany"
"2019",38,"Serge Gnabry","Forward",24,"Germany","Bayern Munich","Germany"
"2019",39,"Ángel Di María","Midfielder",31,"Argentina","Paris Saint-Germain","France"
"2019",40,"Ederson","Goalkeeper",26,"Brazil","Manchester City","England"
"2019",41,"Christian Eriksen","Midfielder",27,"Denmark","Tottenham Hotspur","England"
"2019",42,"Paulo Dybala","Forward",26,"Argentina","Juventus","Italy"
"2019",43,"Georginio Wijnaldum","Midfielder",29,"Netherlands","Liverpool","England"
"2019",44,"Toni Kroos","Midfielder",29,"Germany","Real Madrid","Spain"
"2019",45,"Luka Modric","Midfielder",34,"Croatia","Real Madrid","Spain"
"2019",46,"David Silva","Midfielder",33,"Spain","Manchester City","England"
"2019",47,"Lautaro Martínez ","Forward",22,"Argentina","Internazionale","Italy"
"2019",48,"Jamie Vardy","Forward",32,"England","Leicester City","England"
"2019",49,"Riyad Mahrez","Forward",28,"Algeria","Manchester City","England"
"2019",50,"Miralem Pjanic","Midfielder",29,"Bosnia-Herzegovina","Juventus","Italy"
"2019",51,"Romelu Lukaku","Forward",26,"Belgium","Internazionale","Italy"
"2019",52,"Gabriel Barbosa","Forward",23,"Brazil","Flamengo","Brazil"
"2019",53,"Erling Braut Haaland","Forward",19,"Norway","RB Salzburg","Austria"
"2019",54,"Aymeric Laporte","Defender",25,"France","Manchester City","England"
"2019",55,"Paul Pogba","Midfielder",26,"France ","Manchester United","England"
"2019",56,"Edinson Cavani","Forward",32,"Uruguay","Paris Saint-Germain","France"
"2019",57,"Dani Alves","Defender",36,"Brazil","São Paulo FC","Brazil"
"2019",58,"Fernandinho","Midfielder",34,"Brazil","Manchester City","England"
"2019",59,"Timo Werner","Forward",23,"Germany","RB Leipzig","Germany"
"2019",60,"Mauro Icardi","Forward",26,"Argentina","Paris Saint-Germain","France"
"2019",61,"Casemiro","Midfielder",27,"Brazil","Real Madrid","Spain"
"2019",62,"Jorginho","Midfielder",28,"Italy","Chelsea","England"
"2019",63,"Ciro Immobile","Forward",29,"Italy","Lazio","Italy"
"2019",64,"Duván Zapata","Forward",28,"Colombia","Atalanta","Italy"
"2019",65,"Jordi Alba","Defender",30,"Spain","Barcelona","Spain"
"2019",66,"Bruno Henrique","Forward",28,"Brazil","Flamengo","Brazil"
"2019",67,"Lucas Moura","Forward",27,"Brazil","Tottenham Hotspur","England"
"2019",68,"Thiago Silva","Defender",35,"Brazil","Paris Saint-Germain","France"
"2019",69,"Bruno Fernandes","Midfielder",25,"Portugal","Sporting Lisbon","Portugal"
"2019",70,"Giorgio Chiellini","Defender",35,"Italy","Juventus","Italy"
"2019",71,"Marquinhos","Defender",25,"Brazil","Paris Saint-Germain","France"
"2019",72,"Marcus Rashford","Forward",22,"England","Manchester United","England"
"2019",73,"Raphaël Varane","Defender",26,"France","Real Madrid","Spain"
"2019",74,"Jordan Henderson","Midfielder",29,"England","Liverpool","England"
"2019",75,"Gabriel Jesus","Forward",22,"Brazil","Manchester City","England"
"2019",76,"Memphis Depay","Forward",25,"Netherlands","Lyon","France"
"2019",77,"Arthur","Midfielder",23,"Brazil","Barcelona","Spain"
"2019",78,"Dries Mertens","Forward",32,"Belgium","Napoli","Italy"
"2019",79,"Sergio Busquets","Midfielder",31,"Spain","Barcelona","Spain"
"2019",80,"Marco Reus","Forward",30,"Germany","Borussia Dortmund","Germany"
"2019",81,"Marco Verratti","Midfielder",27,"Italy","Paris Saint-Germain","France"
"2019",82,"Gerard Piqué","Defender",32,"Spain","Barcelona","Spain"
"2019",83,"José María Giménez","Defender",24,"Uruguay","Atlético Madrid","Spain"
"2019",84,"Teemu Pukki","Forward",29,"Finland","Norwich City","England"
"2019",85,"Diego Godín","Defender",33,"Uruguay","Internazionale","Italy"
"2019",86,"Kai Havertz","Midfielder",20,"Germany","Bayer Leverkusen","Germany"
"2019",87,"Tammy Abraham","Forward",22,"England","Chelsea","England"
"2019",88,"Hugo Lloris","Goalkeeper",32,"France","Tottenham Hotspur","England"
"2019",89,"Dele Alli","Midfielder",23,"England","Tottenham Hotspur","England"
"2019",90,"Achraf Hakimi","Defender",21,"Morocco","Borussia Dortmund","Germany"
"2019",91,"Leroy Sané","Forward",23,"Germany","Manchester City","England"
"2019",92,"Everton","Forward",23,"Brazil","Grêmio","Brazil"
"2019",93,"David de Gea","Goalkeeper",29,"Spain","Manchester United","England"
"2019",94,"Fabio Quagliarella","Forward",36,"Italy","Sampdoria","Italy"
"2019",95,"Idrissa Gueye","Midfielder",30,"Senegal","Paris Saint-Germain","France"
"2019",96,"Zlatan Ibrahimovic","Forward",38,"Sweden","LA Galaxy","USA"
"2019",97,"Santi Cazorla","Midfielder",35,"Spain","Villarreal","Spain"
"2019",98,"Samir Handanovic","Goalkeeper",35,"Slovenia","Internazionale","Italy"
"2019",99,"Alexandre Lacazette","Forward",28,"France","Arsenal","England"
"2019",100,"Philippe Coutinho","Forward",27,"Brazil","Bayern Munich","Germany"
"2020",1,"Robert Lewandowski","Forward",32,"Poland","Bayern Munich","Germany"
"2020",2,"Lionel Messi","Forward",33,"Argentina","Barcelona","Spain"
"2020",3,"Cristiano Ronaldo","Forward",35,"Portugal","Juventus","Italy"
"2020",4,"Kevin De Bruyne","Midfielder",29,"Belgium","Manchester City","England"
"2020",5,"Sadio Mané","Forward",28,"Senegal","Liverpool","England"
"2020",6,"Erling Braut Haaland","Forward",20,"Norway","Borussia Dortmund","Germany"
"2020",7,"Kylian Mbappé","Forward",22,"France","Paris Saint-Germain","France"
"2020",8,"Mohamed Salah","Forward",28,"Egypt","Liverpool","England"
"2020",9,"Neymar","Forward",28,"Brazil","Paris Saint-Germain","France"
"2020",10,"Virgil van Dijk","Defender",29,"Netherlands","Liverpool","England"
"2020",11,"Joshua Kimmich","Midfielder",25,"Germany","Bayern Munich","Germany"
"2020",12,"Karim Benzema","Forward",33,"France","Real Madrid","Spain"
"2020",13,"Sergio Ramos","Defender",34,"Spain","Real Madrid","Spain"
"2020",14,"Thomas Müller","Forward",31,"Germany","Bayern Munich","Germany"
"2020",15,"Manuel Neuer","Goalkeeper",34,"Germany","Bayern Munich","Germany"
"2020",16,"Serge Gnabry","Winger",25,"Germany","Bayern Munich","Germany"
"2020",17,"Thiago Alcântara","Midfielder",29,"Spain","Liverpool","England"
"2020",18,"Trent Alexander-Arnold","Defender",22,"England","Liverpool","England"
"2020",19,"Romelu Lukaku","Forward",27,"Belgium","Internazionale","Italy"
"2020",20,"Harry Kane","Forward",27,"England","Tottenham Hotspur","England"
"2020",21,"Bruno Fernandes","Midfielder",26,"Portugal","Manchester United","England"
"2020",22,"Son Heung-min","Winger",28,"South Korea","Tottenham Hotspur","England"
"2020",23,"Alphonso Davies","Defender",20,"Canada","Bayern Munich","Germany"
"2020",24,"Ciro Immobile","Forward",30,"Italy","Lazio","Italy"
"2020",25,"Zlatan Ibrahimovic","Forward",39,"Sweden","Milan","Italy"
"2020",26,"Alisson","Goalkeeper",28,"Brazil","Liverpool","England"
"2020",27,"Raheem Sterling","Winger",26,"England","Manchester City","England"
"2020",28,"Jan Oblak","Goalkeeper",27,"Slovenia","Atlético Madrid","Spain"
"2020",29,"Jadon Sancho","Winger",20,"England","Borussia Dortmund","Germany"
"2020",30,"Timo Werner","Forward",24,"Germany","Chelsea","England"
"2020",31,"David Alaba","Defender",28,"Austria","Bayern Munich","Germany"
"2020",32,"Alejandro ""Papu"" Gómez","Forward",32,"Argentina","Atalanta","Italy"
"2020",33,"Jordan Henderson","Midfielder",30,"England","Liverpool","England"
"2020",34,"Andrew Robertson","Defender",26,"Scotland","Liverpool","England"
"2020",35,"Jamie Vardy","Forward",33,"England","Leicester City","England"
"2020",36,"Pierre-Emerick Aubameyang","Winger",31,"Gabon","Arsenal","England"
"2020",37,"João Félix","Forward",21,"Portugal","Atlético Madrid","Spain"
"2020",38,"Ángel Di María","Winger",32,"Argentina","Paris Saint-Germain","France"
"2020",39,"Paulo Dybala","Forward",27,"Argentina","Juventus","Italy"
"2020",40,"Leon Goretzka","Midfielder",25,"Germany","Bayern Munich","Germany"
"2020",41,"Marcus Rashford","Winger",23,"England","Manchester United","England"
"2020",42,"Toni Kroos","Midfielder",30,"Germany","Real Madrid","Spain"
"2020",43,"Roberto Firmino","Forward",29,"Brazil","Liverpool","England"
"2020",44,"Lautaro Martínez ","Forward",23,"Argentina","Internazionale","Italy"
"2020",45,"Ansu Fati","Winger",18,"Spain","Barcelona","Spain"
"2020",46,"Thibaut Courtois","Goalkeeper",28,"Belgium","Real Madrid","Spain"
"2020",47,"Kingsley Coman","Winger",24,"France","Bayern Munich","Germany"
"2020",48,"Marc-André ter Stegen","Goalkeeper",28,"Germany","Barcelona","Spain"
"2020",49,"Marquinhos","Defender",26,"Brazil","Paris Saint-Germain","France"
"2020",50,"Kai Havertz","Midfielder",21,"Germany","Chelsea","England"
"2020",51,"Fabinho","Midfielder",27,"Brazil","Liverpool","England"
"2020",52,"Dayot Upamecano","Defender",22,"France","RB Leipzig","Germany"
"2020",53,"Lucas Ocampos","Winger",26,"Argentina","Sevilla","Spain"
"2020",54,"Thiago Silva","Defender",36,"Brazil","Chelsea","England"
"2020",55,"N'Golo Kanté","Midfielder",29,"France","Chelsea","England"
"2020",56,"Casemiro","Midfielder",28,"Brazil","Real Madrid","Spain"
"2020",57,"Duván Zapata","Forward",29,"Colombia","Atalanta","Italy"
"2020",58,"Luis Suárez","Forward",33,"Uruguay","Atlético Madrid","Spain"
"2020",59,"Jack Grealish","Midfielder",25,"England","Aston Villa","England"
"2020",60,"Hakim Ziyech","Winger",27,"Morocco","Chelsea","England"
"2020",61,"Josip Ilicic","Forward",32,"Slovenia","Atalanta","Italy"
"2020",62,"Kalidou Koulibaly","Defender",29,"Senegal","Napoli","Italy"
"2020",63,"Diogo Jota","Winger",24,"Portugal","Liverpool","England"
"2020",64,"Memphis Depay","Winger",26,"Netherlands","Lyon","France"
"2020",65,"Sergio Agüero","Forward",32,"Argentina","Manchester City","England"
"2020",66,"Federico Valverde","Midfielder",22,"Uruguay","Real Madrid","Spain"
"2020",67,"Keylor Navas","Goalkeeper",34,"Costa Rica","Paris Saint-Germain","France"
"2020",68,"Marcel Sabitzer","Winger",26,"Austria","RB Leipzig","Germany"
"2020",69,"Matthijs de Ligt","Defender",21,"Netherlands","Juventus","Italy"
"2020",70,"Bernardo Silva","Winger",26,"Portugal","Manchester City","England"
"2020",71,"Luka Modric","Midfielder",35,"Croatia","Real Madrid","Spain"
"2020",72,"Houssem Aouar","Midfielder",22,"France","Lyon","France"
"2020",73,"Georginio Wijnaldum","Midfielder",30,"Netherlands","Liverpool","England"
"2020",74,"Martin Ødegaard","Midfielder",22,"Norway","Real Madrid","Spain"
"2020",75,"Leroy Sané","Winger",24,"Germany","Bayern Munich","Germany"
"2020",76,"Achraf Hakimi","Defender",22,"Morocco","Internazionale","Italy"
"2020",77,"Riyad Mahrez","Winger",29,"Algeria","Manchester City","England"
"2020",78,"Raúl Jiménez","Forward",29,"Mexico","Wolverhampton Wanderers","England"
"2020",79,"Frenkie de Jong","Midfielder",23,"Netherlands","Barcelona","Spain"
"2020",80,"Dominic Calvert-Lewin","Forward",23,"England","Everton","England"
"2020",81,"Philippe Coutinho","Midfielder",28,"Brazil","Barcelona","Spain"
"2020",82,"Richarlison","Forward",23,"Brazil","Everton","England"
"2020",83,"Eden Hazard","Forward",29,"Belgium","Real Madrid","Spain"
"2020",84,"Dries Mertens","Forward",33,"Belgium","Napoli","Italy"
"2020",85,"Thomas Partey","Midfielder",27,"Ghana","Arsenal","England"
"2020",86,"Jesús Navas","Defender",35,"Spain","Sevilla","Spain"
"2020",87,"Eduardo Camavinga","Midfielder",18,"France","Rennes","France"
"2020",88,"Marcos Llorente","Forward",25,"Spain","Atlético Madrid","Spain"
"2020",89,"Ederson","Goalkeeper",27,"Brazil","Manchester City","England"
"2020",90,"Antoine Griezmann","Forward",29,"France","Barcelona","Spain"
"2020",91,"Robin Gosens","Defender",26,"Germany","Atalanta","Italy"
"2020",92,"Nicolò Barella","Midfielder",23,"Italy","Internazionale","Italy"
"2020",93,"Éver Banega","Midfielder",32,"Argentina","Al Shabab","Saudi Arabia"
"2020",94,"Ferran Torres ","Winger",20,"Spain","Manchester City","England"
"2020",95,"Álvaro Morata","Forward",28,"Spain","Juventus","Italy"
"2020",96,"Dominik Szoboszlai","Midfielder",20,"Hungary","Red Bull Salzburg","Austria"
"2020",97,"Jérôme Boateng","Defender",32,"Germany","Bayern Munich","Germany"
"2020",98,"Luis Alberto","Midfielder",28,"Spain","Lazio","Italy"
"2020",99,"Presnel Kimpembe","Defender",25,"France","Paris Saint-Germain","France"
"2020",100,"Wissam Ben Yedder","Forward",30,"France","Monaco","France"
"2021",1,"Robert Lewandowski","Forward",33,"Poland","Bayern Munich","Germany"
"2021",2,"Lionel Messi","Forward",34,"Argentina","Paris Saint-Germain","France"
"2021",3,"Mohamed Salah","Forward",29,"Egypt","Liverpool","England"
"2021",4,"Karim Benzema","Forward",34,"France","Real Madrid","Spain"
"2021",5,"Jorginho","Midfielder",30,"Italy","Chelsea","England"
"2021",6,"Kylian Mbappé","Forward",23,"France","Paris Saint-Germain","France"
"2021",7,"Erling Haaland","Forward",21,"Norway","Borussia Dortmund","Germany"
"2021",8,"Cristiano Ronaldo","Forward",36,"Portugal","Manchester United","England"
"2021",9,"N'Golo Kanté","Midfielder",30,"France","Chelsea","England"
"2021",10,"Kevin De Bruyne","Midfielder",30,"Belgium","Manchester City","England"
"2021",11,"Romelu Lukaku","Forward",28,"Belgium","Chelsea","England"
"2021",12,"Gianluigi Donnarumma","Goalkeeper",22,"Italy","Paris Saint-Germain","France"
"2021",13,"Neymar","Forward",29,"Brazil","Paris Saint-Germain","France"
"2021",14,"Rúben Dias","Defender",24,"Portugal","Manchester City","England"
"2021",15,"Harry Kane","Forward",28,"England","Tottenham Hotspur","England"
"2021",16,"Bruno Fernandes","Midfielder",27,"Portugal","Manchester United","England"
"2021",17,"Federico Chiesa","Forward",24,"Italy","Juventus","Italy"
"2021",18,"Joshua Kimmich","Midfielder",26,"Germany","Bayern Munich","Germany"
"2021",19,"Luis Suárez","Forward",34,"Uruguay","Atlético Madrid","Spain"
"2021",20,"Édouard Mendy","Goalkeeper",29,"Senegal","Chelsea","England"
"2021",21,"Pedri","Midfielder",19,"Spain","Barcelona","Spain"
"2021",22,"Leonardo Bonucci","Defender",34,"Italy","Juventus","Italy"
"2021",23,"Sadio Mané","Forward",29,"Senegal","Liverpool","England"
"2021",24,"Giorgio Chiellini","Defender",37,"Italy","Juventus","Italy"
"2021",25,"Phil Foden","Forward",21,"England","Manchester City","England"
"2021",26,"Nicolò Barella","Midfielder",24,"Italy","Internazionale","Italy"
"2021",27,"Mason Mount","Midfielder",22,"England","Chelsea","England"
"2021",28,"Thomas Müller","Forward",32,"Germany","Bayern Munich","Germany"
"2021",29,"Raheem Sterling","Winger",27,"England","Manchester City","England"
"2021",30,"Lautaro Martínez","Forward",24,"Argentina","Internazionale","Italy"
"2021",31,"Vinícius Júnior","Forward",21,"Brazil","Real Madrid","Spain"
"2021",32,"Ángel Di María","Winger",33,"Argentina","Paris Saint-Germain","France"
"2021",33,"Jan Oblak","Goalkeeper",28,"Slovenia","Atlético Madrid","Spain"
"2021",34,"Trent Alexander-Arnold","Defender",23,"England","Liverpool","England"
"2021",35,"Ilkay Gündogan","Midfielder",31,"Germany","Manchester City","England"
"2021",36,"Manuel Neuer","Goalkeeper",35,"Germany","Bayern Munich","Germany"
"2021",37,"Marco Verratti","Midfielder",29,"Italy","Paris Saint-Germain","France"
"2021",38,"Achraf Hakimi","Defender",23,"Morocco","Paris Saint-Germain","France"
"2021",39,"Son Heung-min","Winger",29,"South Korea","Tottenham Hotspur","England"
"2021",40,"Luka Modric","Midfielder",36,"Croatia","Real Madrid","Spain"
"2021",41,"Serge Gnabry","Winger",26,"Germany","Bayern Munich","Germany"
"2021",42,"Alphonso Davies","Defender",21,"Canada","Bayern Munich","Germany"
"2021",43,"Virgil van Dijk","Defender",30,"Netherlands","Liverpool","England"
"2021",44,"Marquinhos","Defender",27,"Brazil","Paris Saint-Germain","France"
"2021",45,"Bernardo Silva","Forward",27,"Portugal","Manchester City","England"
"2021",46,"Rodrigo De Paul","Midfielder",27,"Argentina","Atlético Madrid","Spain"
"2021",47,"Kai Havertz","Forward",22,"Germany","Chelsea","England"
"2021",48,"Antonio Rüdiger","Defender",28,"Germany","Chelsea","England"
"2021",49,"Memphis Depay","Forward",27,"Netherlands","Barcelona","Spain"
"2021",50,"César Azpilicueta","Defender",32,"Spain","Chelsea","England"
"2021",51,"Gerard Moreno","Forward",29,"Spain","Villarreal","Spain"
"2021",52,"Emiliano Martínez","Goalkeeper",29,"Argentina","Aston Villa","England"
"2021",53,"Thibaut Courtois","Goalkeeper",29,"Belgium","Real Madrid","Spain"
"2021",54,"Simon Kjær","Defender",32,"Denmark","Milan","Italy"
"2021",55,"David Alaba","Defender",29,"Austria","Real Madrid","Spain"
"2021",56,"Zlatan Ibrahimovic","Forward",40,"Sweden","Milan","Italy"
"2021",57,"Dusan Vlahovic","Forward",21,"Serbia","Fiorentina","Italy"
"2021",58,"Thiago Silva","Defender",37,"Brazil","Chelsea","England"
"2021",59,"Declan Rice","Midfielder",22,"England","West Ham United","England"
"2021",60,"Riyad Mahrez","Winger",30,"Algeria","Manchester City","England"
"2021",61,"Jack Grealish","Midfielder",26,"England","Manchester City","England"
"2021",62,"Lorenzo Insigne","Forward",30,"Italy","Napoli","Italy"
"2021",63,"João Cancelo","Defender",27,"Portugal","Manchester City","England"
"2021",64,"Leon Goretzka","Midfielder",26,"Germany","Bayern Munich","Germany"
"2021",65,"Toni Kroos","Midfielder",31,"Germany","Real Madrid","Spain"
"2021",66,"Ciro Immobile","Forward",31,"Italy","Lazio","Italy"
"2021",67,"Alisson","Goalkeeper",29,"Brazil","Liverpool","England"
"2021",68,"Casemiro","Midfielder",29,"Brazil","Real Madrid","Spain"
"2021",69,"Paul Pogba","Midfielder",28,"France ","Manchester United","England"
"2021",70,"Reece James","Defender",22,"England","Chelsea","England"
"2021",71,"Marcos Llorente","Midfielder",26,"Spain","Atlético Madrid","Spain"
"2021",72,"Jude Bellingham","Midfielder",18,"England","Borussia Dortmund","Germany"
"2021",73,"Leonardo Spinazzola","Defender",28,"Italy","Roma","Italy"
"2021",74,"Kyle Walker","Defender",31,"England","Manchester City","England"
"2021",75,"Ederson","Goalkeeper",28,"Brazil","Manchester City","England"
"2021",76,"Antoine Griezmann","Forward",30,"France","Atlético Madrid","Spain"
"2021",77,"Kasper Schmeichel","Goalkeeper",35,"Denmark","Leicester City","England"
"2021",78,"Luke Shaw","Defender",26,"England","Manchester United","England"
"2021",79,"Patrik Schick","Forward",25,"Czech Republic","Bayer Leverkusen","Germany"
"2021",80,"Roberto Firmino","Forward",30,"Brazil","Liverpool","England"
"2021",81,"Marcelo Brozovic","Midfielder",29,"Croatia","Internazionale","Italy"
"2021",82,"Sergio Busquets","Midfielder",33,"Spain","Barcelona","Spain"
"2021",83,"Duván Zapata","Forward",30,"Colombia","Atalanta","Italy"
"2021",84,"João Félix","Forward",22,"Portugal","Atlético Madrid","Spain"
"2021",85,"Burak Yilmaz","Forward",36,"Turkey","Lille","France"
"2021",86,"Mikel Oyarzabal","Winger",24,"Spain","Real Sociedad","Spain"
"2021",87,"Luis Díaz","Midfielder",24,"Colombia","Porto","Portugal"
"2021",88,"Diogo Jota","Winger",25,"Portugal","Liverpool","England"
"2021",89,"Dusan Tadic","Winger",33,"Serbia","Ajax","Netherlands"
"2021",90,"Dani Olmo","Forward",23,"Spain","RB Leipzig","Germany"
"2021",91,"Julián Álvarez","Forward",21,"Argentina","River Plate","Argentina"
"2021",92,"Rodri","Midfielder",25,"Spain","Manchester City","England"
"2021",93,"Sébastien Haller","Forward",27,"Ivory Coast","Ajax","Netherlands"
"2021",94,"Keylor Navas","Goalkeeper",35,"Costa Rica","Paris Saint-Germain","France"
"2021",95,"Bukayo Saka","Midfielder",20,"England","Arsenal","England"
"2021",96,"Joakim Mæhle","Defender",24,"Denmark","Atalanta","Italy"
"2021",97,"Fabinho","Midfielder",28,"Brazil","Liverpool","England"
"2021",98,"Gavi","Midfielder",17,"Spain","Barcelona","Spain"
"2021",99,"Youri Tielemans","Midfielder",24,"Belgium","Leicester City","England"
"2021",100,"Pierre-Emile Højbjerg","Midfielder",26,"Denmark","Tottenham Hotspur","England"
