"sheets.players.rankString","sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.20.Dec.2017","sheets.players.League","sheets.players.Age.on.20.Dec.2017","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"25","25","140","New entry","Christian Eriksen","Midfielder","Tottenham Hotspur","England","25","Denmark","Other nationalities, Premier League, Midfielders","","","https://media.guim.co.uk/17fc17a97ebdea12f51a2be9614151263c935933/577_90_1320_1319","cropRatio=1320,1319&size=140,500,1000,1320","https://media.guim.co.uk/fcb239862685b8abab3f1df73f69339c3f739cc4/0_167_2688_1613","cropRatio=2688,1613&size=140,500,1000,2000,2688","","Last year’s voting placed Eriksen well outside the top 100, but his performances in 2017 have propelled him into the top 25. The Dane ended last season with 15 Premier League assists and eight goals, a record almost identical to the previous year’s 15 and six, but perhaps he has been rewarded for his role in his country’s World Cup qualification. In nine international appearances in 2017 Eriksen scored nine goals, created four and never experienced defeat, culminating in a <a href=""https://www.theguardian.com/football/2017/nov/14/republic-of-ireland-denmark-world-cup-2018-play-off-match-report"">decisive second-leg hat-trick in the play-off against Republic of Ireland</a>, ""an incredible performance and probably his best international game"", according to Nicklas Bendtner.","Simon Burnton","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"26","26","78","52","Dani Alves","Defender","Paris St-Germain","France","34","Brazil","Brazilian, Ligue 1, Defenders","","","https://media.guim.co.uk/501659a17d3ddbd65ab612fb553ab2f9d551327b/1643_28_1203_1204","cropRatio=1203,1204&size=500,1000,1203","https://media.guim.co.uk/a5846d9fd86f0660dd748622f6a96646fb31b0c3/0_155_2869_1721","cropRatio=2869,1721&size=140,500,1000,2000,2869","","Having defined his position on the pitch for several years, Alves has now also taken on an accompanying role off it; that of elder statesman, leader, motivator and winner. Having done almost the same at Juventus as he did at Barcelona two years before – <a href=""https://www.theguardian.com/football/2017/may/04/dani-alves-back-to-his-best-juventus-monaco-champions-league"">excelling to push them to the final of the Champions League</a>, saving his best form for the competition – he is now already a dressing room cornerstone at Paris Saint-Germain, with his closeness to Neymar making his presence pivotal. He still weighs in during the biggest games, too, as he did for Juve against Monaco last season and this term for <a href=""https://www.theguardian.com/football/2017/sep/27/neymar-edison-cavani-psg-bayern-munich-champions-league"">PSG versus Bayern </a>.","Andy Brassell","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"27","27","","New entry","Dries Mertens","Forward","Napoli","Italy","30","Belgium","Belgian, Serie A, Forwards","","","https://media.guim.co.uk/1ac01381aaf99fb82af47cb4ae02acc4c306e04b/752_75_1661_1661","cropRatio=1661,1661&size=140,500,1000,1661","https://media.guim.co.uk/ee5274f58b47959e288e8f89f72cbca004ff60d9/0_79_4722_2835","cropRatio=4722,2835&size=140,500,1000,2000,4722","","Mertens’ transformation from decent winger to unstoppable striker has been stunning – more than earning him such a lofty position for his first inclusion in this list. Until October 2016 he had essentially been a backup to Lorenzo Insigne at Napoli, showing flashes of quality but rarely looking like a player to build a team around. Since taking his chance up front he has been lethal for Mauricio Sarri’s side, second in Serie A by a point at the time of writing; by December his calendar year had brought 33 goals for his club and the Belgium national team, and a slight dip in the autumn cannot mask his importance to one of the slickest attacking units in Europe. At his age, Mertens could have been excused for thinking his day in the sun would not quite come – but there was life in the ""street dog"", <a href=""https://www.theguardian.com/football/2017/oct/17/dries-mertens-napoli-street-dog-striker-manchester-city-champions-league"">as he has called himself</a>, yet.","Nick Ames","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"28","28","53","25","Casemiro","Midfielder","Real Madrid","Spain","25","Brazil","Brazilian, La Liga, Midfielders","","","https://media.guim.co.uk/d7df4d5c2b19d7eff79d4e34251f9123d7e46016/1323_244_860_860","cropRatio=860,860&size=140,500,860","https://media.guim.co.uk/5c94e0dc115e90c7af91e62911cd252022b67292/258_4_2734_1641","cropRatio=2734,1641&size=140,500,1000,2000,2734","","""He’s the best in the world in his position,"" was how the former Brazil player Mauro Silva, who knew a thing or two about the holding midfield role, described Casemiro recently. There is a compelling case to be made and his rise in this year’s ranking mirrors another stellar year in which he packed a punch further up the field, too. His long-range effort, albeit deflected, put Real 2-1 up <a href=""https://www.theguardian.com/football/2017/jun/03/juventus-real-madrid-champions-league-final-match-report"">in the Champions League final</a> and three months later he opened the scoring <a href=""https://www.theguardian.com/football/2017/aug/08/real-madrid-manchester-united-super-cup-match-report"">against Manchester United in the Uefa Super Cup final</a>. Those were vital contributions but his general contribution, providing such a calm and steady presence behind Real’s more forward-thinking players, continues to be the glue for everything Zinedine Zidane’s side do.","Nick Ames","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"29","29","15","-14","Andrés Iniesta","Midfielder","Barcelona","Spain","33","Spain","Spanish, La Liga, Midfielders","","","https://media.guim.co.uk/a0d3fec096382672758404dc5e09c2a04cb5555f/983_38_1342_1342","cropRatio=1342,1342&size=140,500,1000,1342","https://media.guim.co.uk/37df83b8be77e599953ec3d399bf150adb2b9944/0_161_1602_961","cropRatio=1602,961&size=140,500,1000,1602","","There were times last season when, <a href=""https://www.theguardian.com/football/2016/sep/06/barcelona-andres-iniesta-need-help-look-for-it"">in Iniesta’s words</a>, ""it looked like I might have been finished"". Tellingly the midfielder’s 23 league appearances was his lowest tally since 2003-04, and though Luis Enrique praised him – ""Iniesta is Harry Potter, he makes magic, and it’s difficult to find another,"" he said in January – he also marginalised him. Iniesta has slipped down our list a little, but the 33-year-old has been integral once again under Ernesto Valverde this season, and declared it was ""like I have been reborn"" when he signed a lifetime contract in October, the first time Barcelona had ever offered such terms.","Simon Burnton","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"30","30","17","-13","Paul Pogba","Midfielder","Manchester United","England","24","France ","French, Premier League, Midfielders","","","https://media.guim.co.uk/3f934d69627fb7544560019fd5e9fe763ad41cf4/1287_200_1474_1475","cropRatio=1474,1475&size=500,1000,1474","https://media.guim.co.uk/d35ddc0d69ceba8d10a598b895365d246c4285d8/0_147_3500_2101","cropRatio=3500,2101&size=140,500,1000,2000,3500","","Perhaps feeling unshackled by no longer being the word’s most expensive footballer, Pogba has shone for Manchester United this season, <a href=""https://www.theguardian.com/football/blog/2017/dec/03/manchester-united-paul-pogba-jose-mourinho-arsenal-arsene-wenger"">influencing matches on a regular basis</a> as well as scoring the odd goal. Overall he is down 13 places on this year’s list, however, because of his less than stellar form during the back end of the previous campaign, during which the Frenchman stood out more for his changing hairstyles than ​for what he did on the pitch. ​He also helped France qualify for the World Cup this year and could be one of the standout performers in Russia next summer.","Sachin Nakrani","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"31","31","90","59","Dele Alli","Midfielder","Tottenham Hotspur","England","21","England","English, Premier League, Midfielders","","","https://media.guim.co.uk/fae0bb8a1ee6a702ae9f8a3f8426976e7dcd96d7/689_404_1064_1064","cropRatio=1064,1064&size=140,500,1000,1064","https://media.guim.co.uk/0f7a93886f80b4d2bf9aba01986f18487c803973/0_128_3427_2056","cropRatio=3427,2056&size=140,500,1000,2000,3427","","One of the great hopes of English football has jumped 59 places on this year’s list, despite periods of inconsistency, and it is because when he is good, he is spellbindingly good – when he is on his game, he does things <a href=""https://www.theguardian.com/football/blog/2017/oct/23/dele-alli-tottenham"">that elevate him to a higher plane</a>. His talent is impish, precocious and he can sometimes give the impression that his priorities are feints, nutmegs and putting on a show. But the 21-year-old can sting where it matters – he finished last season with 22 goals in all competitions for Tottenham Hotspur – and, with his ability to rise to the big occasion, it is little wonder that he has been linked with Real Madrid.","David Hytner","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"32","32","9","-23","Alexis Sánchez","Forward","Arsenal","England","29","Chile","Other nationalities, Premier League, Forwards","","","https://media.guim.co.uk/71476a44c241f12c07d7591bd12871376b88319c/768_1857_2168_2165","cropRatio=2168,2165&size=140,500,1000,2000,2168","https://media.guim.co.uk/020163219fb7a77e64be168a259d4fc6b67b860e/0_186_2970_1782","cropRatio=2970,1782&size=140,500,1000,2000,2970","","The combination of Chile’s failure to qualify for the World Cup and Arsenal’s drift out of the Champions League has impacted perceptions of the dynamic, hurtling attacker – he drops 23 places in this year’s list. Sánchez remains capable of brilliance, and he was decisive in helping Arsenal to <a href=""https://www.theguardian.com/football/2017/may/27/arsenal-chelsea-fa-cup-final-match-report"">win their third FA Cup in four seasons</a>. But his moods, and carelessness in possession, have been noticed more as he winds down his contract. His determination, hard running and strike return means he will still be an asset, wherever he plays his football.","Amy Lawrence","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"33","33","49","16","Mauro Icardi","Forward","Internazionale","Italy","24","Argentina","Argentinian, Serie A, Forwards","","","https://media.guim.co.uk/c749567cc56816ce1c49d264beb2616363f75168/74_52_1730_1731","cropRatio=1730,1731&size=500,1000,1730","https://media.guim.co.uk/990f88e5d050bb4aee129bf487d4934f6b05c835/0_35_3072_1843","cropRatio=3072,1843&size=140,500,1000,2000,3072","","A section of Inter’s support insisted that they could never again recognise Icardi as the club’s captain following his <a href=""https://www.theguardian.com/football/blog/2016/oct/17/mauro-icardi-v-inters-ultras-an-unhappy-chapter-in-his-ongoing-san-siro-saga"">ill-advised autobiography last year</a>. Fourteen months later, those voices have fallen rather quiet. Week by week, the sceptics are being won over by Icardi’s strike-rate – which sits close to one goal per game – but also his increased work-rate and willingness to sacrifice himself to the cause. Such efforts were noted by the Argentina manager Jorge Sampaoli, who handed the striker his first international call-up in three-and-a-half years back in May, and now looks likely to take him to Russia next summer.","Paolo Bandini","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"34","34","14","-20","Gonzalo Higuaín","Forward","Juventus","Italy","30","Argentina","Argentinian, Serie A, Forwards","","","https://media.guim.co.uk/b95d3e13478a03764a964e23aa3cdf2544c06928/134_774_1412_1412","cropRatio=1412,1412&size=140,500,1000,1412","https://media.guim.co.uk/df2080588a5de8dac4d24a8f464f3917e37864fc/0_108_3072_1844","cropRatio=3072,1844&size=140,500,1000,2000,3072","","When Argentina played Brazil <a href=""https://www.theguardian.com/football/2017/jun/09/argentina-beat-brazil-as-superclasico-takes-underwhelming-detour-to-mcg"">in a friendly in June</a> Higuaín was substituted at half-time and Jorge Sampaoli has not named him in his squad since, having ""established his presence was not ideal for him or the national team"". Lionel Messi insists ""he is vital, one of the best forwards in the world"", but, though he remains important for Juventus, Sampaoli’s decision has had significant reputational damage. Statistics show that on the greatest stages he stalls: over his career Higuaín has averaged 0.6 goals per league game but less than half that (0.28) in the Champions League and in major finals, including <a href=""https://www.theguardian.com/football/2017/jun/03/juventus-real-madrid-champions-league-final-match-report"">last season’s Champions League showpiece</a>, he has repeatedly disappointed.","Simon Burnton","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"35","35","42","7","Jan Oblak","Goalkeeper","Atlético Madrid","Spain ","24","Slovenia","Other nationalities, La Liga, Goalkeepers","","","https://media.guim.co.uk/c838a7d6dde10fc316c131bc9025a7bd57a82ddb/418_127_887_887","cropRatio=887,887&size=140,500,887","https://media.guim.co.uk/a2aaf2165592733a392475035b8da3a683058d04/0_335_4493_2698","cropRatio=4493,2698&size=140,500,1000,2000,4493","","One of only three goalkeepers to make the <a href=""https://www.theguardian.com/football/2017/oct/09/harry-kane-shortlisted-2017-ballon-dor"">30-man 2017 Ballon d’Or shortlist</a>, the 24-year-old Slovenian is a reassuring presence who is as adept at cutting off opposition passing lanes as he is at organising his own defence. His distribution is excellent and he is capable of pulling off astonishing saves. Following his near-perfect performance against Bayern Munich in <a href=""https://www.theguardian.com/football/2016/may/03/bayern-munich-atletico-madrid-champions-league-match-report""> last year’s Champions League semi-final</a>, he further frustrated German opposition in March with a breathtaking triple save against Bayer Leverkusen. While the Slovenian’s club may be having a rough trot of it at the moment, their shortcomings have little to do with him.","Barry Glendenning","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"36","36","69","33","Sadio Mané","Forward","Liverpool","England","25","Senegal","Other nationalities, Premier League, Forwards","","","https://media.guim.co.uk/cd8e6fc36b90cee78e40bb35ccaf4d8ce44f7717/1890_180_1031_1032","cropRatio=1031,1032&size=500,1000,1031","https://media.guim.co.uk/7e6ca27fe719f5250d4561869e6ca5871c6becaf/446_327_2512_1508","cropRatio=2512,1508&size=140,500,1000,2000,2512","","Mané’s year began with the low of a quarter-final defeat <a href=""https://www.theguardian.com/football/2017/jan/28/cameroon-senegal-sadio-mane-burkina-faso-tunisia-africa-cup-of-nations"">courtesy of his penalty shootout failure</a> with Senegal at the Africa Cup of Nations but ended with the high of him helping ​the nation qualify for the World Cup. In between the forward has continued to be a consistently excellent performer for Liverpool, with his pace, work rate and ruthless finishing helping Jürgen Klopp’s side not only qualify for the Champions League but progress to the last-16 stage. It is no surprise to see the 25-year-old move up 33 places in this year’s list​.","Sachin Nakrani","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"37","37","101","New entry","Romelu Lukaku","Forward","Manchester United","England","24","Belgium","Belgian, Premier League, Forwards","","","https://media.guim.co.uk/078d63c3501d7d758f262650d487cc1758087fd6/476_98_1319_1319","cropRatio=1319,1319&size=140,500,1000,1319","https://media.guim.co.uk/a971d9515bc4b32476b0a636ee22f91bfdd2d15d/0_135_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","Romelu Lukaku is 24. That’s worth remembering from time to time because the Manchester United centre-forward is, for whatever reason, a footballer around whom discussion frequently centres on what he can’t do, rather than what he can. Of course, that first touch can be a problem and <a href=""https://www.theguardian.com/football/2017/oct/15/romelu-lukaku-finds-mindset-manchester-united-win-all-time-at-all-costs"">he scores goals in bunches</a>. But think of it this way: if he is such a limited footballer, it’s pretty impressive that he has a career scoring record at little over one every two games. A new entry to the top 100 (he was 101st last year), a convincing second half of the season at Manchester United might silence the remaining doubters.","Nick Miller","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"38","38","44","6","David Silva","Midfielder","Manchester City","England","31","Spain","Spanish, Premier League, Midfielders","","","https://media.guim.co.uk/4b5476f838c461ca37d4336f1f8c14d027ff2ce0/984_162_1756_1756","cropRatio=1756,1756&size=140,500,1000,1756","https://media.guim.co.uk/53cfb0340d1d1a67cb66eb42b9f4863d033528dc/0_53_2651_1590","cropRatio=2651,1590&size=140,500,1000,2000,2651","","A gentle rise in the rankings for the man with a gossamer touch who has been landing knockout blows for Manchester City for seven years. Since Pep Guardiola’s arrival he has added captaincy to his skillset, without <a href=""https://www.theguardian.com/football/2017/oct/31/david-silva-revels-in-manchester-city-barca-comparison-napoli-expect-best-champions-league"">diminishing his creative impact</a>. In May Vincent Kompany called him ""the wizard"", pointing out that ""as much quality as we have in the team, there is only David that can pick certain passes"", and he is set to create more goals this season than ever before. In November he extended his contract to 2020, with Txiki Begiristain, director of football at the Premier League leaders, describing him, to little dissent, as ""the best creative midfielder in English football"".​","Simon Burnton","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"39","39","64","25","Gabriel Jesus","Forward","Manchester City","England","20","Brazil","Brazilian, Premier League, Forwards","","","https://media.guim.co.uk/e0e32e78ed8f5b28afc7928b9f789651e816e0ce/723_247_1293_1293","cropRatio=1293,1293&size=140,500,1000,1293","https://media.guim.co.uk/f890020aa4df55ef6095d717a4d35b8ee8bf22d4/70_686_2666_1599","cropRatio=2666,1599&size=140,500,1000,2000,2666","","Jesus has not just been an outstanding performer for club and country in 2017, he has also been their lucky charm. Prior to <a href=""https://www.theguardian.com/football/2017/dec/06/shakhtar-donetsk-manchester-city-champions-league-match-report""> Manchester City’s 2-1 defeat</a> to Shakhtar Donetsk this month, the forward had not lost a single competitive match, in the process helping City establish themselves as the outstanding team in England and Brazil qualify in style for the World Cup. It’s remarkable to think Jesus is only 20 such is the composure and class he regularly displays. Up 25 places in this year’s list, he will be challenging for a top-10 spot before too long.","Sachin Nakrani","100","MC√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"40","40","18","-22","Manuel Neuer","Goalkeeper","Bayern Munich","Germany","31","Germany","German, Bundesliga, Goalkeepers","","","https://media.guim.co.uk/7ad6ec2e605d7629ab3771592de985719cafb346/751_68_520_520","cropRatio=520,520&size=140,500,520","https://media.guim.co.uk/a8597652b15b265fe223fe8e1103f48ffe4a7def/0_98_3397_2039","cropRatio=3397,2039&size=140,500,1000,2000,3397","","Still seen by many as the best goalkeeper in the world, Neuer only just scrapes into the top 40 after a miserable, injury-hit year in 2017. With only three Bundesliga games played this season – no goals conceded – for a grand total of 13 in the calendar year – four conceded – the Bayern mainstay’s aura remains as imposing as it ever was. The 31-year-old still found the time to win a fifth Bundesliga title and take part in his team’s <a href=""https://www.theguardian.com/football/2017/apr/18/real-madrid-bayern-munich-champions-league-quarter-final-match-report"">agonising Champions League quarter-final exit to Real Madrid</a>. He has no doubt he’ll be fit for the World Cup, in which he is set to be hugely influential again.","Andy Brassell","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
