"sheets.players.rankString","sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.20.Dec.2017","sheets.players.League","sheets.players.Age.on.20.Dec.2017","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"80","80","","New entry","Saúl Ñíguez","Midfielder","Atlético Madrid","Spain","23","Spain","Spanish, La Liga, Midfielders","","","https://media.guim.co.uk/90770bed106f77c92cd7a1e84a356e641a7de166/1002_92_828_828","cropRatio=828,828&size=140,500,828","https://media.guim.co.uk/21b38062c31ba03acc7df8e6c6b02bceee6586c7/0_329_5025_3016","cropRatio=5025,3016&size=140,500,1000,2000,5025","","Outstanding for Spain at the Uefa Under-21 Championship until their <a href=""https://www.theguardian.com/football/2017/jun/30/germany-spain-european-under-21-champ-match-report"">surprise defeat to Germany in the final</a>, the versatile midfielder is a new entry in this list and can be expected to feature many more times <a href=""https://www.theguardian.com/football/2017/sep/26/saul-niguez-atletico-madrid-chelsea-champions-league"">if he continues his progression</a>. Saúl <a href=""https://www.theguardian.com/football/2017/jul/01/saul-niguez-nine-year-contract-atletico-madrid"">signed a nine-year contract</a> to commit his future to Atlético in July having starred for Diego Simeone's side in their run to the Champions League semi-final and it will be a tough task for any of Europe's heavyweights to prise him away from the club he joined from Real Madrid as a 13-year-old. Adept in central midfield or in a more attacking role, he has struggled at times to replicate last season's form so far this campaign but will be a key member of Spain's squad in Russia next year.","Ed Aarons","125","SMc√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"81","81","40","-41","Hugo Lloris","Goalkeeper","Tottenham Hotspur","England","30","France","French, Premier League, Goalkeepers","","","https://media.guim.co.uk/21eb1f59394e9f700e1d39fe1bcf64d0a0bfd670/939_97_640_640","cropRatio=640,640&size=140,500,640","https://media.guim.co.uk/d0b78afde9df98c028269c7a8bfc378d95e292ea/127_0_3110_1866","cropRatio=3110,1866&size=140,500,1000,2000,3110","","The captain of France and Tottenham Hotspur exudes quiet authority, commanding respect with his intelligent reading of situations both on and off the field. The prototype modern sweeper-keeper, he allows his club to play a daringly high defensive line but it is his consistency and dependability that mark him out. Blessed with incredible reflexes, he makes difficult saves look routine and, as such, his work is sometimes taken for granted. <a href=""https://www.theguardian.com/football/2017/oct/17/mauricio-pochettino-hugo-lloris-tottenham-real-madrid-champions-league"">Mauricio Pochettino knows</a> that Tottenham cannot be without him. The manager's trust in him is such that Lloris has come to feel like a member of the coaching staff.","David Hytner","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"82","82","58","-24","Toby Alderweireld","Defender","Tottenham Hotspur","England","28","Belgium","Belgian, Premier League, Defenders","","","https://media.guim.co.uk/bc9df6068296f37ffd2eb577456128c244cc20dd/1889_53_1127_1127","cropRatio=1127,1127&size=140,500,1000,1127","https://media.guim.co.uk/199922a6d606a4692240a6720c681d38fe0ee342/0_159_4693_2815","cropRatio=4693,2815&size=140,500,1000,2000,4693","","Has dropped 24 places in this year’s list, perhaps standing out less because of Jan Vertonghen’s fine performances and <a href=""https://www.theguardian.com/football/2017/nov/24/davinson-sanchez-tottenham-hotspur-baresi"">the emergence of Davinson Sánchez</a>. The Belgium defender, however, has still been a colossus for Spurs, particularly in this season’s Champions League. Alderweireld put in near-perfect displays as Spurs survived enormous pressure in key games <a href=""https://www.theguardian.com/football/2017/sep/13/tottenham-hotspur-borussia-dortmund-champions-league-match-report"">against Borussia Dortmund and Real Madrid</a>, playing a vital role in their progression as group winners. Also vital in last season’s title push, the Belgian would probably get into any defence in world football, and will again be important for Tottenham when he returns from injury in the new year.","Ed Aarons","100","SMc√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"83","83","171=","Re-entry","David Luiz","Defender","Chelsea","England","30","Brazil","Brazilian, Premier League, Defenders","","","https://media.guim.co.uk/097d763ae5e1e810cfecfd07624012f4bb00379c/1408_165_772_771","cropRatio=772,771&size=140,500,772","https://media.guim.co.uk/bac4f0fcaa76419394a6f671d8e2a208716c31bf/0_140_3198_1919","cropRatio=3198,1919&size=140,500,1000,2000,3198","","What did Chelsea do with the old David Luiz? The one-time ""Playstation footballer"" is another player to re-enter our top 100 and does so on the back of a rebirth that was fundamental to last season’s title win. His <a href=""https://www.theguardian.com/football/2016/aug/31/david-luiz-shock-return-chelsea-34m-transfer-psg"">return from PSG last year</a> had been controversial but a liability blossomed into a linchpin: the old rushes of blood were consigned to the past and replaced by mature, constructive displays at the heart of Antonio Conte’s back three. He deserved his place in <a href=""https://www.theguardian.com/football/2017/apr/20/chelsea-tottenham-pfa-premier-league-team-of-the-year"">the PFA’s team of the year</a> although it may prove difficult to repeat the feat: his relationship with Conte has been the subject of speculation recently and he has been linked with <a href=""https://www.theguardian.com/football/2017/nov/05/david-luiz-chelsea-antonio-conte"">a second move away from Stamford Bridge</a>.","Nick Ames","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"84","84","149","New entry","Bernardo Silva","Midfielder","Manchester City","England","23","Portugal","Other nationalities, Premier League, Midfielders","","","https://media.guim.co.uk/02b5eefac3886604d034eda4ae3a48c5ebafdc93/371_60_768_768","cropRatio=768,768&size=140,500,768","https://media.guim.co.uk/42c0841ce93c6b94ac2f3437aba53e2929a7b9d4/0_240_4384_2631","cropRatio=4384,2631&size=140,500,1000,2000,4384","","After missing his country's victorious Euro 2016 campaign because of injury, Silva returned to fitness in spectacular style, helping Monaco become one of the most thrilling teams in Europe as they blew away Paris Saint-Germain in Ligue 1 and reached the semi-finals of the Champions League. Silva may be waifish in stature but he exerted huge influence thanks to his exceptional vision and a deft touch that led Monaco team-mates to dub him ""Chewing Gum"" <a href=""https://www.theguardian.com/football/2017/may/28/bernardo-silva-monaco-manchester-city"">because the ball seemed stuck to his foot</a>. He has yet to become a regular starter at Manchester City since <a href=""https://www.theguardian.com/football/2017/may/26/manchester-city-bernardo-silva-record-transfer"">joining the club for £43.6m in the summer</a>.","Paul Doyle","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"85","85","70","-15","Miralem Pjanic","Midfielder","Juventus","Italy","27","Bosnia-Herzegovina","Other nationalities, Serie A, Midfielders","","","https://media.guim.co.uk/02ebd7fb7592c37e80a5c078033497879663cd95/344_0_2070_2070","cropRatio=2070,2070&size=140,500,1000,2000,2070","https://media.guim.co.uk/ced4276d2dfd288c9350d267a56201e18835a78e/187_349_2738_1642","cropRatio=2738,1642&size=140,500,1000,2000,2738","","It took Pjanic a little while to find his role in the Juventus midfield following a <a href=""https://www.theguardian.com/football/2016/jun/14/miralem-pjanic-completes-32m-transfer-juventus-roma"">2016 switch from Roma</a>, and he has slipped 15 places down our rankings accordingly. Yet he still ended last season as a Champions League finalist and <a href=""https://www.theguardian.com/football/blog/2017/may/22/juventus-soak-up-another-serie-a-title-off-the-back-of-constant-evolution"">Serie A champion</a>, not to mention Juventus’s leading provider of assists. At his best, he is an exceptionally tidy footballer whose passes cut through defences with the calm precision of a surgeon’s knife. As a Gazzetta dello Sport editorial put it recently: ""If the Bosnian could just add continuity to his game, he would be a little [Luka] Modric.""","Paolo Bandini","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"86","86","","New entry","Dani Carvajal","Defender","Real Madrid","Spain","25","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/a53b745a81a7fcab860b3e8c3bea427b3d2db685/912_142_859_859","cropRatio=859,859&size=140,500,859","https://media.guim.co.uk/51727bae16a6baf7d176843477043206cf10090c/0_17_4896_2938","cropRatio=4896,2938&size=140,500,1000,2000,4896","","A floppy blond-haired kid with freckles from the satellite town of Leganés 13km south of the Spanish capital, Dani Carvajal laid the first stone at Real Madrid’s Valdebebas training ground alongside Alfredo Di Stéfano and then graduated from there, via a year in Germany with Leverkusen, to become arguably the best right-back in the world now. Fiercely competitive and conscious that his first duty is to defend, that does not stop him bursting up the pitch, where he rarely wastes the ball and <a href=""https://www.theguardian.com/football/blog/2017/jun/04/dani-carvajal-luka-modric-real-madrid-victory"">his delivery is often decisive</a>. First choice for club and country.","Sid Lowe","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"87","87","","New entry","Thomas Lemar","Midfielder","Monaco","France","22","France","French, Ligue 1, Midfielders","","","https://media.guim.co.uk/7f0568191c36976b00041d85f5af59e11ca96faf/2038_101_1453_1453","cropRatio=1453,1453&size=140,500,1000,1453","https://media.guim.co.uk/1dc6957e1c0ae8ef507da1f1f5e07b22d16727a9/371_0_3693_2216","cropRatio=3693,2216&size=140,500,1000,2000,3693","","One of the highlights of Monaco's swashbuckling 2016-17 season was the combination on their left flank between Benjamin Mendy and Thomas Lemar, with the latter often cutting infield to use his astute passing to deadly effect. He is also a handy dribbler and possesses a fearsome shot, as he showed when scoring his first two senior international goals in <a href=""https://www.theguardian.com/football/2017/aug/31/france-holland-world-cup-qualifier-match-report"">France's 4-0 demolition of Holland</a> on the same day in August during which Arsenal made <a href=""https://www.theguardian.com/football/2017/sep/03/thomas-lemar-arsenal-arsene-wenger-monaco-transfer"">a belated attempt to try to buy him</a> from Monaco for a record fee. There are likely to be more big bids for Lemar in January.","Paul Doyle","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"88","88","41","-47","Koke","Midfielder","Atlético Madrid","Spain","25","Spain","Spanish, La Liga, Midfielders","","","https://media.guim.co.uk/e8e72d7571755737df11e188d6f0de937f2a851b/2640_109_1602_1602","cropRatio=1602,1602&size=140,500,1000,1602","https://media.guim.co.uk/0594281f7bd090cfc3fa2b62c69becb6c6487045/788_735_4419_2651","cropRatio=4419,2651&size=140,500,1000,2000,4419","","Koke is <a href=""https://www.theguardian.com/football/ng-interactive/2016/dec/20/the-100-best-footballers-in-the-world-2016-interactive"">down 47 places on last year</a> and may well be likely to fall further over the next 12 months because <a href=""https://www.theguardian.com/football/blog/2017/dec/06/chelsea-atletico-madrid-high-price-champions-league"">Atlético are out of the Champions League</a> – except that the World Cup could bring him back into the collective eye. He will probably start alongside Sergio Busquets in the middle of Spain’s midfield in Russia, offering energy to go with the passing. Diego Simeone still tends to play him slightly to the side of the midfield rather than right in the middle but he is still the player who leads and through whom the ball most often passes.","Sid Lowe","100","SMc√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"89","89","155","Re-entry","Jordi Alba","Defender","Barcelona","Spain","28","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/c6c6de652d31a1c55ebe57cd62a58ddb85754e16/647_0_1150_1150","cropRatio=1150,1150&size=140,500,1000,1150","https://media.guim.co.uk/ff2704fc88ce3e4a5dc68d69a980f518efa2ae2a/194_167_4803_2882","cropRatio=4803,2882&size=140,500,1000,2000,4803","","""To build an understanding with the best player in the world is easy,"" admitted Alba this month. But while many have come and gone in Lionel Messi's decade of dominance at the Camp Nou, the Spain defender has now established himself as the Argentina forward's new partner in crime on Barcelona's left flank having provided four assists for him in La Liga already this season. Alba has successfully seen off the challenge of the Frenchman Lucas Digne to become Ernesto Valverde's first choice and remains a regular for his country. Was 72nd on this list in 2015 and is capable of hitting those heights again next year, particularly with a World Cup in which to impress. And he has previous in major tournaments, having <a href=""https://www.theguardian.com/football/2012/jul/01/euro-2012-spain-italy-final"">scored in the Euro 2012 final</a> against Italy.","Ed Aarons","100","SMc√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"90","90","","New entry","Alex Sandro","Defender","Juventus","Italy","26","Brazil","Brazilian, Serie A, Defenders","","","https://media.guim.co.uk/10acde44ac6f0eb7d4a1df4308432eaf10553b69/853_74_753_753","cropRatio=753,753&size=140,500,753","https://media.guim.co.uk/a872c1ffd41cb4fdab79a8e7e4c73760d50c3a00/0_225_4041_2424","cropRatio=4041,2424&size=140,500,1000,2000,4041","","What better education could a full-back ask for than the one that Sandro has received at Juventus? After serving for a year as Patrice Evra’s understudy on the left of defence, last season he had the opportunity to start regularly on the opposite flank to Dani Alves. Like his compatriot, Sandro is an attack-minded player and excellent crosser of the ball, but demonstrated during <a href=""https://www.theguardian.com/football/2017/jun/01/sami-khedira-mario-mandzukic-juventus-squad-real-madrid-champions-league-final"">the run to the Champions League final</a> that he could hold his line and defend diligently when Juventus required greater balance. Indifferent form at the start of this season has fuelled speculation that <a href=""https://www.theguardian.com/football/2017/jun/18/chelsea-alex-sandro-tiemoue-bakayoko-transfer-window-antonio-conte"">he may be unsettled in Turin</a>.","Paolo Bandini","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"91","91","","New entry","Fabinho","Midfielder","Monaco","France","24","Brazil","Brazilian, Ligue 1, Midfielders","","","https://media.guim.co.uk/22b5536454bc483afd51fd18416855671b8879cc/881_187_832_832","cropRatio=832,832&size=140,500,832","https://media.guim.co.uk/216cf2c6d67b13c1c65f3ba0f503f5d3102fe4fc/0_263_4285_2570","cropRatio=4285,2570&size=140,500,1000,2000,4285","","After losing <a href=""https://www.theguardian.com/football/2017/jul/25/monaco-benjamin-mendy-tiemoue-bakayoko-bernardo-silva-ligue-1""> so many star names during the summer</a> there was only one thought in Monaco’s corridors of power when Manchester United came calling for another: keep hold of Fabinho at all costs. There were flashier components of a team that <a href=""https://www.theguardian.com/football/2017/may/17/monaco-mbappe-st-etienne-ligue-1-title-juventus-lazio"">won the Ligue 1 title</a> and turned heads during a thrilling Champions League run but none more important. Fabinho operates with a maturity far beyond his years and, since converting to central midfield from right-back, has been the tactical brain of a side better known for its swashbuckling. A <a href=""https://www.theguardian.com/football/2017/mar/15/monaco-manchester-city-champions-league-last-16-match-report"">vital goal against Manchester City in March</a> showed he can contribute on the latter front, too; whether he holds the fort at Stade Louis II for much longer may hinge on the continued interest of United or one of his other suitors.","Nick Ames","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"92","92","57","-35","Henrikh Mkhitaryan","Midfielder","Manchester United","England","28","Armenia","Other nationalities, Premier League, Midfielders","","","https://media.guim.co.uk/3cb42a48602b9bc89a03c9e868836a0906109f62/1451_155_1338_1338","cropRatio=1338,1338&size=140,500,1000,1338","https://media.guim.co.uk/e1636065f02f8ef1d5047e3f07294e455fa9686b/0_323_4928_2957","cropRatio=4928,2957&size=140,500,1000,2000,4928","","Mkhitaryan excelled during Manchester United’s run to the Europa League title last season, scoring in five of their eight knockout fixtures <a href=""https://www.theguardian.com/football/2017/may/24/manchester-united-ajax-europa-league-final-match-report"">including the final</a>, but beyond that competition this has been a year to forget. There have been three league goals in 27 appearances, and a worrying slide towards the margins of his club squad. He has not completed 90 minutes for United since their first Champions League game in September, and as the year comes towards its conclusion has drifted out of the first-team picture altogether. In November <a href=""https://www.theguardian.com/football/2017/nov/24/manchester-uniteds-henrikh-mkhitaryan-dropped-for-disappearing-during-games-says-jose-mourinho"">José Mourinho criticised him in the harshest terms</a>, saying ""his performance levels were decreasing"" and that ""he was disappearing"", the latter an accusation which seems literally to be true.","Simon Burnton","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"93","93","","Re-entry","Cesc Fàbregas","Midfielder","Chelsea","England","30","Spain","Spanish, Premier League, Midfielders","","","https://media.guim.co.uk/b9a30528eed0f1c0fbc52b4ce95942f5af4e10bb/801_257_993_992","cropRatio=993,992&size=140,500,993","https://media.guim.co.uk/77ecd503c58b6094bad12c23e6c10fb95a0ff7eb/0_186_4365_2619","cropRatio=4365,2619&size=140,500,1000,2000,4365","","It is amazing now to consider that, by December 2016, Fàbregas had started only one Premier League game under Antonio Conte and was very much a backup performer to whom the head coach turned to unlock packed defences. ""I would be lying if I said I wasn't worried,"" admitted the midfielder, who at least knuckled down, <a href=""https://www.theguardian.com/football/2017/feb/26/cesc-fabregas-chelsea-antonio-conte"">regained his place</a> and has made himself integral since. His creativity, either delivered from <a href=""https://www.theguardian.com/football/blog/2017/nov/05/cesc-fabregas-chelsea-manchester-united"">alongside N'Golo Kanté</a> or, this season, in a midfield five, has eked the best from Eden Hazard and Álvaro Morata, with the 30-year-old's career enjoying an Indian summer. A player who once felt surplus to requirements has reminded all of his class on the ball.","Dominic Fifield","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"94","94","61","-33","David Alaba","Defender","Bayern Munich","Germany","25","Austria","Other nationalities, Bundesliga, Defenders","","","https://media.guim.co.uk/d5fcfbc0c2549d7e4000deece92d261860b03b4b/831_0_1951_1951","cropRatio=1951,1951&size=140,500,1000,1951","https://media.guim.co.uk/0b4650c5745417739b9474670f987630bc8b8e53/0_0_4146_2487","cropRatio=4146,2487&size=140,500,1000,2000,4146","","Alaba is a whole 33 places lower than in the 2016 edition, which seems harsh for a 25-year-old who already numbers almost 300 matches for one of Europe’s standout clubs. If anything has slightly dented his reputation, <a href=""https://www.theguardian.com/football/2016/mar/16/david-alaba-bayern-munich-champions-league-juventus"">it is his versatility</a>. Both Bayern and Austria used him all over the pitch, as if his quality is too great to be hidden at left-back, and it has not always done him too many favours. Under Carlo Ancelotti and now Jupp Heynckes, he has been finding consistency in his old position, and this should make for a more stable future for an outstanding talent.","Andy Brassell","100","SMc√","PC","PC","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
