"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2020","sheets.players.League","sheets.players.Age.on.20.Dec.2020","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"79","10","-69","Frenkie de Jong","Midfielder","CENTRE","Barcelona","Spain","23","Netherlands","Other nationalities, La Liga, Midfielders","","","https://media.guim.co.uk/63fd7f7dc0db697c8449cfd1a89c59b6da61dc00/416_70_939_938","cropRatio=939,938&size=140,500,939","https://media.guim.co.uk/7c85e553b23866666b1f80cec5df2405e708dfa8/0_191_3689_2213","cropRatio=3689,2213&size=140,500,1000,2000,3689","","Frenkie went to Hollywood and it all fell apart. The outstanding midfielder in the Champions League in 2018-19, he became the summer’s biggest signing at Barcelona but finished the 2019-20 season on the wrong end of <a href=""https://www.theguardian.com/football/2020/aug/14/thomas-muller-leads-rout-as-bayern-munich-demolish-barcelona-8-2"">an 8-2 hammering</a>. “It’s a big disappointment; not just for me but for the club,” he said. “We’re the biggest club in the world, we have to perform much better.” Amid a collective crisis at every level not much of the blame was directed his way but, often uncomfortable, out of position and unable to impose himself, his performances had been poor too.   ","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"80","","New","Dominic Calvert-Lewin","Forward","CENTRE","Everton","England","23","England","English, Premier League, Forwards","","","https://media.guim.co.uk/437dc3b662337ccf94a3f6b977f1279a5dffc6be/576_104_1154_1153","cropRatio=1154,1153&size=140,500,1000,1154","https://media.guim.co.uk/8085494c44aefadc035bd43ad8c0ef1f56988001/273_280_4237_2543","cropRatio=4237,2543&size=140,500,1000,2000,4237","","A first appearance on the list for the Everton centre-forward underlines the impressive strides he has made since Carlo Ancelotti got to work on him 12 months ago. The Everton manager, with key contributions from assistant Duncan Ferguson, felt Calvert-Lewin was doing too much of his best work outside the penalty area and in the channels. He has impressed on him the need to take charge inside the box instead, and for first-time finishing reminiscent of Filippo Inzaghi, and was repaid with goalscoring that reached double figures in the league by the end of November. The 23-year-old also scored on his <a href=""https://www.theguardian.com/football/2020/oct/08/england-wales-international-friendly-match-report"">England debut against Wales</a> in October.","Andy Hunter","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"81","100","19","Philippe Coutinho","Midfielder","CENTRE","Barcelona","Spain","28","Brazil","Brazilian, La Liga, Midfielders","","","https://media.guim.co.uk/f2bbb573a1fcedc7823bdec503a0364895b3e972/1014_449_1821_1821","cropRatio=1821,1821&size=140,500,1000,1821","https://media.guim.co.uk/c7e65e2738c9a3e08643c0903c0581300b95105c/0_150_3758_2255","cropRatio=3758,2255&size=140,500,1000,2000,3758","","Only one Barcelona player left Lisbon with any credit in August, and that was the one that didn’t play for them, appearing (and apologetically scoring, twice) for Bayern instead during the <a href=""https://www.theguardian.com/football/2020/aug/14/thomas-muller-leads-rout-as-bayern-munich-demolish-barcelona-8-2"">stunning 8-2 Champions League victory</a>. Yet if a year on loan in Germany brought some hope – and an unexpected climb in this list – it didn’t last long. Bayern didn’t want to keep him, Barcelona couldn’t sell him, and the optimism that came with renewed opportunity at the Camp Nou quickly evaporated. The talent is there, but Coutinho appears to lack confidence and continues to struggle to find a role in a dysfunctional Barcelona side.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"82","144","New","Richarlison","Forward","CENTRE","Everton","England","23","Brazil","Brazilian, Premier League, Forwards","","","https://media.guim.co.uk/2d95645b0f8d67fc0a3c75d795abfea7c1899c54/1145_67_1674_1674","cropRatio=1674,1674&size=140,500,1000,1674","https://media.guim.co.uk/bcf8270b5961a475a82a9cfa0cb51f7205cfd8dc/0_144_5568_3341","cropRatio=5568,3341&size=140,500,1000,2000,5568","","Carlo Ancelotti believes the Brazilian has all the attributes to be ""a top, top striker"" after finishing the past two seasons with 13 Premier League goals. There is no disputing his importance to Everton – who have not won a Premier League game in Richarlison's absence since <a href=""https://www.theguardian.com/football/2018/jul/24/everton-complete-40m-signing-richarlison-watford"">he joined the club in 2018</a> – but there is work to be done to fulfil the Italian's prediction in terms of consistency and concentration. Now firmly established in the national setup under Tite, the 23-year-old has impressed on the left and at centre-forward for club and country.","Andy Hunter","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"83","14","-69","Eden Hazard","Forward","CENTRE","Real Madrid","Spain","29","Belgium","Belgian, La Liga, Midfielders","","","https://media.guim.co.uk/dc4b88b3c96b22c6edc557f05bdbb0fead79a811/475_50_1024_1024","cropRatio=1024,1024&size=140,500,1000,1024","https://media.guim.co.uk/15142e055089666b37f317fe0405537ddc8fbd45/0_269_4039_2424","cropRatio=4039,2424&size=140,500,1000,2000,4039","","Hazard falls 69 spots after a hellish injury-plagued 2020. His setbacks include a microfracture to his right leg, a broken fibula, hamstring complaints, various knocks and a positive coronavirus test. There have been fleeting glimpses of his talent, including a thunderous 35-yard finish <a href=""https://www.theguardian.com/football/2020/oct/31/european-football-round-up"">against Huesca in October</a>, but each hopeful moment has been cruelly snuffed out by another complication. His luck will surely turn, but he will need ample resilience to rediscover his best form at a club as demanding and impatient as Real Madrid. ""Sometimes injuries happen and we have to endure,"" said Zinedine Zidane. ""He is strong, I have no doubt.“","Tumaini Carayol","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"84","78","-6","Dries Mertens","Forward","CENTRE","Napoli","Italy","33","Belgium","Belgian, Serie A, Forwards","","","https://media.guim.co.uk/35c7f520a418f952c8740617306e632c2052b257/1117_0_944_944","cropRatio=944,944&size=140,500,944","https://media.guim.co.uk/a879ee9db6a294f296825eed8b454e541f24fc0e/0_114_3500_2101","cropRatio=3500,2101&size=140,500,1000,2000,3500","","This was the year when Mertens overtook Marek Hamsik to become Napoli’s all-time leading scorer, though he was the first to put that achievement in perspective after Diego Maradona, who held the record before Hamsik, <a href=""https://www.theguardian.com/football/2020/nov/25/diego-maradona-dies-one-of-greatest-footballers-of-all-time-argentina-world-cup-1986"">died last month</a>. “Forgive me if my name has ever been placed close to yours,” he wrote, “I could never be at your levels.” Indeed not, but Maradona himself was a fan, <a href=""https://twitter.com/dries_mertens14/status/1272601292356157442?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1272601292356157442%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.football-italia.net%2F154530%2Fvideo-maradona-congratulates-mertens"">sharing a video full of praise</a> when the record fell in June. And if Mertens has not yet emulated Diego and led Napoli to a Scudetto, he did <a href=""https://www.theguardian.com/football/2020/jun/17/napoli-hold-nerve-to-sink-juventus-in-shootout-after-goalless-coppa-italia-final"">lift his second Coppa Italia</a> with them in June, after scoring the goal that won the semi-final.","Nicky Bandini","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"85","120","New","Thomas Partey","Midfielder","CENTRE","Arsenal","England","27","Ghana","Other nationalities, Premier League, Midfielders","","","https://media.guim.co.uk/3d735ef93f35117c70dc43e105080878465cfabb/1188_63_781_782","cropRatio=781,782&size=500,781","https://media.guim.co.uk/9b2d2eb52840967c364d1c9a1734680ea4921891/0_182_4914_2949","cropRatio=4914,2949&size=140,500,1000,2000,4914","","Arsenal had been tracking Partey for four years so there was a sense of triumph when, with hours to spare before the September transfer deadline, they met his £45m release clause <a href=""https://www.theguardian.com/football/2020/oct/05/arsenal-make-move-to-sign-thomas-partey-from-atletico-madrid-for-51m"">and got their man</a>. The <a href=""https://www.theguardian.com/football/2020/oct/13/if-i-was-an-animal-id-be-an-octopus-partey-plans-a-splash-at-arsenal"">“Octopus”</a> quickly added extra drive and technical stability to a dreary midfield and was instrumental in the Gunners’ <a href=""https://www.theguardian.com/football/2020/nov/01/manchester-united-arsenal-premier-league-match-report"">first top-flight win at Old Trafford in 14 years</a>, but he subsequently picked up a calf injury and cut a despondent figure when it recurred <a href=""https://www.theguardian.com/football/2020/dec/06/tottenham-arsenal-premier-league-match-report"">halfway through the north London derby</a>. When he is fully fit, Arsenal will feel the full benefit of a multiskilled, versatile international who became a key player for Diego Simeone’s Atlético Madrid and fully deserves his first appearance on this list. ","Nick Ames","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"86","","New","Jesús Navas","Defender","RIGHT","Sevilla","Spain","35","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/3d4cd9d4730e5dfb5ffcc0776706f551da008a34/256_2_634_634","cropRatio=634,634&size=140,500,634","https://media.guim.co.uk/b45301945d4be480fbb7aad6286063d4875e0c0d/0_111_4000_2400","cropRatio=4000,2400&size=140,500,1000,2000,4000","","When Luis Enrique named his Spain squad at the end of last season, he included Navas. Asked when he expected the Sevilla captain to rest, what with him playing a European final just days before, the Spain coach grinned and replied: “Fifteen minutes and he’ll be fine again.” A pretty good way of summing Navas up. Among the oldest on this list, this winger-turned-full-back never stops, as if he was aged 15 rather than 35. He played every game in La Liga last season, delivering more crosses than anyone, and also lifted <a href=""https://www.theguardian.com/football/2020/aug/21/internazionale-sevilla-europa-league-final-match-report"">his third Europa League</a> 14 years after his first.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"87","","New","Eduardo Camavinga","Midfielder","CENTRE","Rennes","France","18","France","French, Ligue 1, Midfielders","","","https://media.guim.co.uk/3d74d98f1af4756b9c622f562b075a76df7718b5/2060_24_1188_1187","cropRatio=1188,1187&size=140,500,1000,1188","https://media.guim.co.uk/b5ec2e411caf695984eece53d2659ae9bb738527/0_130_4000_2400","cropRatio=4000,2400&size=140,500,1000,2000,4000","","""My parents are happy, but I want to make them even happier,"" said Camavinga in his first interview as a professional player back in May. ""The way I was raised, happiness is not uniquely linked to material things, it is certain things together, a holistic balance."" As the youngest player on this year's list, having made his France debut before his 18th birthday in November, the son of Congolese parents who was born in an Angolan refugee camp <a href=""https://www.theguardian.com/football/2020/sep/01/eduardo-camavinga-most-exciting-teenager-football-rennes-france"">hasn't been doing too badly</a>. Camavinga's performances for Rennes last season helped the Breton club qualify for the Champions League group stage <a href=""https://www.theguardian.com/football/2020/aug/12/rennes-wake-up-the-neighbours-as-champions-league-anthem-plays-at-3am"">for the first time</a> and it is surely only a matter of time before he is snapped up by one of Europe's big fish.","Ed Aarons","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"88","","New","Marcos Llorente","Forward","CENTRE","Atlético Madrid","Spain","25","Spain","Spanish, La Liga, Forwards","","","https://media.guim.co.uk/abfd6395c0e1ef065b75913fc9b6c03b166fb989/792_910_2332_2332","cropRatio=2332,2332&size=140,500,1000,2000,2332","https://media.guim.co.uk/805dfb803f028f605a05f605b8b9e244e8f7dc62/0_141_2678_1607","cropRatio=2678,1607&size=140,500,1000,2000,2678","","A new entry on this list and on any list. The son, grandson, nephew and great nephew of professionals, born into a family of football and basketball players who represented Real Madrid, where he too began his career, Llorente is the latest star across the city at Atlético. A defensive midfielder, he has been a revelation over the last six months as an attacking midfielder or even a forward – a role he discovered <a href=""https://www.theguardian.com/football/2020/mar/11/liverpool-atlletico-madrid-champions-league-last-16-second-leg-match-report"">against Liverpool in the Champions League</a> in March and one which has led him to the Spain squad. That night changed his life so much that <a href=""https://www.espn.co.uk/football/atletico-madrid/story/4082310/atletico-madrids-llorente-names-dog-anfield-after-knocking-liverpool-out-of-champions-league"">he named his dog Anfield</a>.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"89","40","-49","Ederson","Goalkeeper","CENTRE","Manchester City","England","27","Brazil","Brazilian, Premier League, Goalkeepers","","","https://media.guim.co.uk/ca53bb4c89013a659ee244334d41ed85b43846d0/816_42_868_868","cropRatio=868,868&size=140,500,868","https://media.guim.co.uk/76844d76faf8eabb2844d9ed764a80e744102433/341_330_3682_2208","cropRatio=3682,2208&size=140,500,1000,2000,3682","","One of the best goalkeepers around, even if he has made a couple of mistakes already this season. His shot-stopping is as good as ever, as is his distribution, and his is not the area of defence that Pep Guardiola <a href=""https://www.theguardian.com/football/blog/2020/jun/25/manchester-citys-defensive-problems-must-be-tackled-to-reel-in-liverpool"">will be most worried about</a>. Just as Liverpool did a year later City looked to Brazil for a commanding presence in goal, and haven't looked back since. His hefty fall in the list is probably explained by Liverpool finally gaining the upper hand on City in 2020.  ","Paul Wilson","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"90","25","-65","Antoine Griezmann","Forward","CENTRE","Barcelona","Spain","29","France","French, La Liga, Forwards","","","https://media.guim.co.uk/4cbcc26a22b76217685bbbc62c424c6334cbf6f6/1071_78_1090_1089","cropRatio=1090,1089&size=140,500,1000,1090","https://media.guim.co.uk/df42631757695277be0bf324717f5be84fd7e050/478_109_2388_1433","cropRatio=2388,1433&size=140,500,1000,2000,2388","","Griezmann once said he wanted to dine at the same table as Lionel Messi but he is finding it hard enough just playing in the same team. A man who genuinely could have won the Ballon d’Or two years ago (when he was at No 6 in this list), and would have deserved it too, consistently brilliant over five seasons at Atlético, his lowly position on this list tells a story of his fall from grace since <a href=""https://www.theguardian.com/football/2019/jul/12/antoine-griezmann-joins-barcelona-from-atletico-madrid-for-120m"">joining Barcelona last year for €125m</a>. Scorer of 15 goals in all competitions last season, at times the criticism has been exaggerated, but he just hasn’t found a role, still less happiness, at the Camp Nou.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"91","","New","Robin Gosens","Defender","LEFT","Atalanta","Italy","26","Germany","German, Serie A, Defenders","","","https://media.guim.co.uk/3c35531d431e80da49857dd7b4f178c29070aec5/508_0_1002_1002","cropRatio=1002,1002&size=140,500,1000,1002","https://media.guim.co.uk/cafcc6fad9175c2c43eb3504589f1e7aae9b66aa/133_225_3288_1973","cropRatio=3288,1973&size=140,500,1000,2000,3288","","A new entry and one of four Atalanta players on this year’s list after their stunning progress <a href=""https://www.theguardian.com/football/2020/aug/12/atalanta-paris-saint-germain-champions-league-quarter-final-match-report"">to last season's Champions League quarter-finals</a>. The 26-year-old wing-back is typical of this Atalanta side: unassuming, hard-working and tactically very astute. Gosens, who has a Dutch father, left the German footballing system in 2012 to join Vitesse’s under-19s and signed for Atalanta in 2017 after spells at Dordrecht and Heracles Almelo. He cost a mere £800,000 but made his Germany debut in September with Joachim Löw describing him as ""a versatile player whose dynamism, enthusiasm and determination is impressive"".","Marcus Christenson","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"92","","New","Nicolò Barella","Midfielder","CENTRE","Internazionale","Italy","23","Italy","Other nationalities, Serie A, Midfielders","","","https://media.guim.co.uk/6b8abf4fa03c7ad3b3f53ac0db8a60e633af9347/1532_255_2520_2520","cropRatio=2520,2520&size=140,500,1000,2000,2520","https://media.guim.co.uk/991787eecd52bdc69060ca386016416d11542ffe/329_81_2743_1648","cropRatio=2743,1648&size=140,500,1000,2000,2743","","A first-time entry, but unlikely to be the last for a player who has made himself essential to both Inter and the Italian national team. His 2020 highlights reel included a surgical dissection of the Dutch defence to set up Lorenzo Pellegrini in the Nations League this October, and an outrageous backheel flick <a href=""https://www.theguardian.com/football/2020/nov/03/real-madrid-internazionale-champions-league-group-b-match-report"">to tee up Lautaro Martínez</a> away to Real Madrid in the Champions League. Barella’s contribution to team play, though, goes so far beyond those eye-catching moments, with a tireless work ethic that serves him equally well in either the No 10 role or as a box-to-box midfielder.","Nicky Bandini","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"93","","Re-entry","Éver Banega","Midfielder","CENTRE","Al Shabab","Saudi Arabia","32","Argentina","Argentinian, Other leagues, Midfielders","","","https://media.guim.co.uk/bbb7ae2a2f40fab470dead52dc8c5b59e459ee63/1651_1134_984_985","cropRatio=984,985&size=500,984","https://media.guim.co.uk/0784a5621f7ec0505c7bd1e1065d2290aea8e5a1/185_326_3422_2053","cropRatio=3422,2053&size=140,500,1000,2000,3422","","“I told Éver he can’t go,” Fernando said speaking for everyone at Sevilla but it was too late. Banega’s mind was made up: it was time to turn down the tension and head to Saudia Arabia. The Argentinian had announced the decision early, prompting some to doubt his commitment for the rest of the season but Julen Lopetegui insisted: “I trust him” – and he was right. “Sevilla play well when Banega plays well,” their manager added, and he was right about that too. Banega signed a contract extension to stay on post-lockdown, led them <a href=""https://www.theguardian.com/football/2020/aug/21/internazionale-sevilla-europa-league-final-match-report"">to the Europa League title</a>, and said goodbye in style.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
